form	lemma	POS	morph
འི་	གི་	PART
མཆོག་	མཆོག་	ADJ
ནོར་	ནོར་	NOUN
ཡང་	ཀྱང་	PART
ཡིན་	ཡིན་	NO_POS
།		PUNCT
འོན་ཀྱང་	འོན་ཀྱང་	NO_POS
དེ་དག་	དེ་དག་	OTHER
མི་ལོ་	མི་ལོ་	NOUN
བརྒྱ་	བརྒྱ་	NUM
ཕྲག་	ཕྲག་	NUM
སྟོང་ཕྲག་	སྟོང་ཕྲག་	OTHER
ནང་མི་	ནང་མི་	NOUN
དང་	དང་	NO_POS
རང་བྱུང་	རང་བྱུང་	NOUN
གིས་	གིས་	PART
འཚེ་བ་	འཚེ་བ་	VERB
ས་	གིས་	PART
རྐྱེན་པ་	རྐྱེན་པ་	NOUN
ས་	གིས་	PART
ཉམས་	ཉམས་	NOUN
བརླག་	བརླག་	VERB
ཏུ་	ལ་	PART
ཕྱིན་	ཕྱིན་	VERB
དང་	དང་	NO_POS
འགྲོ་	འགྲོ་	VERB
ལ་	ལ་	PART
ཁད་	ཁད་	NOUN
དུ་	ལ་	PART
ཐུག་	ཐུག་	VERB
ཅིང་	ཅིང་	PART
།		PUNCT
དེ་དག་	དེ་དག་	OTHER
གི་	གི་	PART
ནང་དོན་	ནང་དོན་	OTHER
ཁ་ཅིག་	ཁ་ཅིག་	PRON
ཡུལ་	ཡུལ་	NOUN
དང་	དང་	NO_POS
དུས་	དུས་	NOUN
ཀྱིས་	གིས་	PART
བསྐལ་བ་	བསྐལ་བ་	NOUN
ས་	གིས་	PART
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
རྟོགས་དཀའ་	རྟོགས་དཀའ་	NO_POS
བ་	བ་	NOUN
གྱུར་	གྱུར་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
དུས་ཕྱིས་	དུས་ཕྱིས་	NO_POS
ཞིབ་འཇུག་	ཞིབ་འཇུག་	NOUN
དཔྱད་གཞི་	དཔྱད་གཞི་	OTHER
བྱ་	བྱ་	VERB
རྒྱུ་	རྒྱུ་	NOUN
ར་	ལ་	PART
འགོག་	འགོག་	NO_POS
རྐྱེན་	རྐྱེན་	NOUN
འཕྲད་	འཕྲད་	VERB
ཀྱི་	གི་	PART
ཡོད་	ཡོད་	VERB
།		PUNCT
བོད་	བོད་	PROPN
དུ་	ལ་	PART
བཅིངས་	བཅིངས་	VERB
འགྲོལ་		NON_WORD
བཏང་	བཏང་	VERB
རྗེས་	རྗེས་	NOUN
དང་	དང་	NO_POS
ལྷག་པ་		
དུ་	ལ་	PART
ཏང་	ཏང་	NO_POS
གི་	གི་	PART
སྐབས་	སྐབས་	NOUN
བཅུ་གཅིག་པ་	བཅུ་གཅིག་པ་	NO_POS
འི་	གི་	PART
ཀྲུང་	ཀྲུང་	NO_POS
ཨུ་	ཨུ་	NO_POS
ཚང་	ཚང་	VERB
འཛོམས་	འཛོམས་	VERB
གྲོས་ཚོགས་	གྲོས་ཚོགས་	OTHER
ཐེངས་	ཐེངས་	NOUN
གསུམ་པ་	གསུམ་པ་	NUM
ཚུན་	ཚུན་	ADV
།		PUNCT
ཏང་	ཏང་	NO_POS
དང་	དང་	NO_POS
རྒྱལ་ཁབ་	རྒྱལ་ཁབ་	NOUN
ན་	ནས་	PART
མི་ཤུགས་	མི་ཤུགས་	NO_POS
དང་	དང་	NO_POS
རྒྱུ་	རྒྱུ་	NOUN
སྟོབས་	སྟོབས་	NOUN
ཀྱི་	གི་	PART
མཐུན་	མཐུན་	VERB
རྐྱེན་	རྐྱེན་	NOUN
བཟང་པོ་	བཟང་པོ་	ADJ
སྦྱར་	སྦྱར་	VERB
ཏེ་	སྟེ་	PART
ཤུལ་	ཤུལ་	NOUN
དུ་	ལ་	PART
ལུས་པ་	ལུས་པ་	VERB
འི་	གི་	PART
གཙུག་ལག་	གཙུག་ལག་	NOUN
མང་དག་	མང་དག་	NOUN
ཅིག་	ཅིག་	PART
མྱུར་	མྱུར་	VERB
སྐྱོབ་	སྐྱོབ་	VERB
དང་	དང་	NO_POS
།		PUNCT
འཚོལ་	འཚོལ་	VERB
བསྡུ་	བསྡུ་	VERB
།		PUNCT
ལེགས་སྒྲིག་	ལེགས་སྒྲིག་	OTHER
།		PUNCT
པར་སྐྲུན་	པར་སྐྲུན་	OTHER
བཅའ་	བཅའ་	VERB
མཛད་	མཛད་	VERB
དེ་	སྟེ་	PART
གྲུབ་འབྲས་	གྲུབ་འབྲས་	OTHER
མི་	མི་	PART
དམན་པ་	དམན་པ་	VERB
ཐོབ་	ཐོབ་	VERB
དང་	དང་	NO_POS
འཐོབ་	འཐོབ་	VERB
བཞིན་པ་	བཞིན་པ་	NOUN
ལགས་	ལགས་	AUX
།		PUNCT
འོན་ཀྱང་	འོན་ཀྱང་	NO_POS
བྱ་བ་	བྱ་བ་	VERB
འདི་	འདི་	DET
ནི་	ནི་	NO_POS
རྒྱ་	རྒྱ་	NOUN
ཆེ་	ཆེ་	VERB
ཞིང་	ཅིང་	PART
ཞིབ་ཚགས་པ་	ཞིབ་ཚགས་པ་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
གཏིང་དཔོག་	གཏིང་དཔོག་	NO_POS
དཀའ་བ་	དཀའ་བ་	VERB
འི་	གི་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
གཞི་	གཞི་	NOUN
རླབས་པོ་ཆེ་	རླབས་པོ་ཆེ་	OTHER
ཞིག་	ཅིག་	PART
ཡིན་	ཡིན་	NO_POS
གཤིས་	གཤིས་	OTHER
།		PUNCT
མདུན་སྐྱོད་	མདུན་སྐྱོད་	OTHER
ཀྱི་	གི་	PART
ལམ་	གམ་	PART
བུ་	བུ་	NOUN
ཀྱག་ཀྱོག་	ཀྱག་ཀྱོག་	OTHER
ཀྱང་ཀྱོང་	ཀྱང་ཀྱོང་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
ཐ་ན་	ཐ་ན་	NO_POS
ཚེར་མ་	ཚེར་མ་	NOUN
འི་	གི་	PART
ཚང་ཚིང་	ཚང་ཚིང་	OTHER
གིས་	གིས་	PART
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
གཏུམས་པ་	གཏུམས་པ་	NO_POS
འང་	ཀྱང་	PART
འབྱུང་	འབྱུང་	VERB
སྲིད་པ་	སྲིད་པ་	VERB
ས་	གིས་	PART
རང་	རང་	PRON
རེ་	རེ་	DET
འི་	གི་	PART
སྲིད་གཞུང་	སྲིད་གཞུང་	OTHER
དང་	དང་	NO_POS
།		PUNCT
འབྲེལ་	འབྲེལ་	VERB
ཡོད་	ཡོད་	VERB
སྡེ་ཚན་	སྡེ་ཚན་	NOUN
།		PUNCT
མཉམ་	མཉམ་	VERB
སྡེབ་	སྡེབ་	NO_POS
།		PUNCT
སྤྱི་དམངས་	སྤྱི་དམངས་	OTHER
མི་སྒེར་	མི་སྒེར་	NO_POS
བཅའ་	བཅའ་	VERB
ཀྱིས་	གིས་	PART
མཉམ་	མཉམ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
ཕྱར་བ་	ཕྱར་བ་	VERB
གྲུ་	གྲུ་	NOUN
འདེགས་	འདེགས་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
བློ་རྩེ་	བློ་རྩེ་	NO_POS
ཟོང་	ཟོང་	NOUN
ཁ་	ཁ་	PRON
གཅིག་སྒྲིལ་	གཅིག་སྒྲིལ་	OTHER
།		PUNCT
ཐབས་ཤེས་	ཐབས་ཤེས་	NOUN
ཡོད་དགུ་	ཡོད་དགུ་	NOUN
རྩལ་	རྩལ་	NOUN
སྤྲུག་	སྤྲུག་	VERB
བཅའ་	བཅའ་	VERB
ཀྱིས་	གིས་	PART
རང་ངོས་	རང་ངོས་	NO_POS
ན་	ནས་	PART
འགོ་	འགོ་	NO_POS
བརྩམས་པ་	བརྩམས་པ་	VERB
དང་	དང་	NO_POS
བྱ་བ་	བྱ་བ་	VERB
འི་	གི་	PART
སྣེ་མོ་	སྣེ་མོ་	NO_POS
རེ་རེ་	རེ་རེ་	DET
བཞིན་	བཞིན་	NOUN
སྙིང་རུས་	སྙིང་རུས་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
ས་	གིས་	PART
རྒྱུན་	རྒྱུན་	NOUN
བསྐྱངས་	བསྐྱངས་	NO_POS
ན་	ནས་	PART
བསྒྲུབས་	བསྒྲུབས་	VERB
ཚེ་	ཚེ་	NOUN
།		PUNCT
དཀའ་ཚེགས་	དཀའ་ཚེགས་	NOUN
མཐའ་དག་	མཐའ་དག་	DET
ལ་	ལ་	ADP
ས་	གིས་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
རྒྱལ་	རྒྱལ་	VERB
ཏེ་	སྟེ་	PART
བྱས་རྗེས་	བྱས་རྗེས་	NO_POS
དྲུད་	དྲུད་	NOUN
ཤུལ་	ཤུལ་	NOUN
ཐོན་པ་	ཐོན་པ་	VERB
ཞིག་	ཅིག་	PART
ཡོང་	ཡོང་	NO_POS
ཐུབ་	ཐུབ་	VERB
སྙམ་	སྙམ་	VERB
།		PUNCT
ད་ཕན་	ད་ཕན་	NO_POS
མི་ལོ་	མི་ལོ་	NOUN
བཅུ་	བཅུ་	NUM
གྲངས་	གྲངས་	NOUN
ནང་	ནང་	NOUN
དཔལ་	དཔལ་	OTHER
བརྩེགས་	བརྩེགས་	NO_POS
བོད་ཡིག་	བོད་ཡིག་	NOUN
དཔེ་	དཔེ་	NOUN
རྙིང་	རྙིང་	NO_POS
ཞིབ་འཇུག་	ཞིབ་འཇུག་	NOUN
ཁང་	ཁང་	NOUN
གིས་	གིས་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
དག་པ་	དག་པ་	VERB
འི་	གི་	PART
ལྷག་བསམ་	ལྷག་བསམ་	NOUN
དང་	དང་	NO_POS
ངལ་བ་	ངལ་བ་	VERB
ཁུ་	ཁུ་	NOUN
བཟོད་	བཟོད་	VERB
ཀྱི་	གི་	PART
སྙིང་སྟོབས་	སྙིང་སྟོབས་	NOUN
ལ་	ལ་	PART
བརྟེན་	བརྟེན་	VERB
ན་	ནས་	PART
འབད་	འབད་	VERB
འབུངས་	འབུངས་	VERB
ལྷུར་ལེན་	ལྷུར་ལེན་	ADJ
གྱིས་	གིས་	PART
བོད་	བོད་	PROPN
ཀྱི་	གི་	PART
ས་གནས་	ས་གནས་	OTHER
གྲོང་ཁྱེར་	གྲོང་ཁྱེར་	NOUN
དང་	དང་	NO_POS
།		PUNCT
རྫོང་	རྫོང་	NOUN
དང་	དང་	NO_POS
ཤང་	ཤང་	NO_POS
།		PUNCT
ཐ་ན་	ཐ་ན་	NO_POS
མཐའ་འཁོབ་	མཐའ་འཁོབ་	NOUN
ལུང་ཁུག་	ལུང་ཁུག་	NO_POS
གི་	གི་	PART
གྲོང་ཚོ་	གྲོང་ཚོ་	OTHER
དང་	དང་	NO_POS
འབྲོག་	འབྲོག་	NOUN
དགོན་	དགོན་	OTHER
སོགས་	སོགས་	DET
གང་ས་	གང་ས་	NO_POS
ར་	ལ་	PART
ཕེབས་	ཕེབས་	NO_POS
ན་	ནས་	PART
དེ་ཁུལ་	དེ་ཁུལ་	NO_POS
དུ་	ལ་	PART
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
ཉག་	ཉག་	NOUN
ཕྲ་	ཕྲ་	NOUN
ཞིང་	ཅིང་	PART
ཐར་ཐོ་	ཐར་ཐོ་	NO_POS
དུ་	ལ་	PART
ལུས་པ་	ལུས་པ་	VERB
འི་	གི་	PART
དཔེ་	དཔེ་	NOUN
རྙིང་	རྙིང་	NO_POS
དཔེ་	དཔེ་	NOUN
དཀོན་	དཀོན་	NO_POS
མང་དག་	མང་དག་	NOUN
ཅིག་	ཅིག་	PART
མྱུར་	མྱུར་	VERB
སྐྱོབ་	སྐྱོབ་	VERB
འཚོལ་	འཚོལ་	VERB
བསྡུ་	བསྡུ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ལེགས་སྒྲིག་	ལེགས་སྒྲིག་	OTHER
དཔེ་སྐྲུན་	དཔེ་སྐྲུན་	OTHER
མཛད་པ་	མཛད་པ་	VERB
ཀུན་	ཀུན་	DET
གྱིས་	གིས་	PART
མིག་མཐོང་	མིག་མཐོང་	NO_POS
ལག་ཟིན་	ལག་ཟིན་	NO_POS
བྱུང་བ་	བྱུང་བ་	VERB
ས་	གིས་	PART
སྙིང་ཁམས་	སྙིང་ཁམས་	OTHER
དབུ་	དབུ་	NOUN
ན་	ནས་	PART
དད་གུས་	དད་གུས་	NOUN
དང་	དང་	NO_POS
རྗེས་སུ་	རྗེས་སུ་	OTHER
ཡི་	གི་	PART
རང་	རང་	PRON
ཞུ་	ཞུ་	VERB
རྒྱུ་	རྒྱུ་	NOUN
ཡིན་	ཡིན་	NO_POS
།		PUNCT
བོད་	བོད་	PROPN
མི་རིགས་	མི་རིགས་	NOUN
ཀྱི་	གི་	PART
ཕུལ་	ཕུལ་	VERB
དུ་	ལ་	PART
བྱུང་བ་	བྱུང་བ་	VERB
འི་	གི་	PART
སྲོལ་	སྲོལ་	NOUN
རྒྱུན་	རྒྱུན་	NOUN
རིག་གནས་	རིག་གནས་	NOUN
ཤུལ་	ཤུལ་	NOUN
བཞག་	བཞག་	VERB
འཚོལ་	འཚོལ་	VERB
བསྡུ་	བསྡུ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ལེགས་སྒྲིག་	ལེགས་སྒྲིག་	OTHER
།		PUNCT
དཔེ་སྐྲུན་	དཔེ་སྐྲུན་	OTHER
བཅའ་	བཅའ་	VERB
བྱ་	བྱ་	VERB
ཏེ་	སྟེ་	PART
དེང་	དེང་	ADV
གི་	གི་	PART
སྤྱི་ཚོགས་	སྤྱི་ཚོགས་	OTHER
ལ་	ལ་	PART
ཞབས་འདེགས་	ཞབས་འདེགས་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
ཕྱི་རབས་	ཕྱི་རབས་	OTHER
རྒྱུད་	རྒྱུད་	NOUN
བཅའ་	བཅའ་	VERB
རྣམས་	རྣམས་	DET
ལ་	ལ་	PART
སྐྱེ་	སྐྱེ་	VERB
སུ་	ལ་	PART
འབུལ་	འབུལ་	NO_POS
རྒྱུ་	རྒྱུ་	NOUN
འི་	གི་	PART
དམིགས་ཡུལ་	དམིགས་ཡུལ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
དགོས་པ་	དགོས་པ་	VERB
།		PUNCT
ཕན་	ཕན་	NOUN
རླབས་	རླབས་	OTHER
བཅའ་	བཅའ་	VERB
ལ་	ལ་	PART
བློ་ཁ་	བློ་ཁ་	NOUN
གཅིག་མཐུན་	གཅིག་མཐུན་	OTHER
ཐོག་	ཐོག་	NOUN
ད་ལམ་	ད་ལམ་	NO_POS
དཔལ་	དཔལ་	OTHER
བརྩེགས་	བརྩེགས་	NO_POS
བོད་ཡིག་	བོད་ཡིག་	NOUN
དཔེ་	དཔེ་	NOUN
རྙིང་	རྙིང་	NO_POS
ཞིབ་འཇུག་	ཞིབ་འཇུག་	NOUN
ཁང་	ཁང་	NOUN
དང་	དང་	NO_POS
།		PUNCT
འདི་ག་	འདི་ག་	NO_POS
བོད་ལྗོངས་	བོད་ལྗོངས་	PROPN
མི་དམངས་	མི་དམངས་	NOUN
དཔེ་སྐྲུན་	དཔེ་སྐྲུན་	OTHER
ཁང་	ཁང་	NOUN
གཉིས་	གཉིས་	NUM
ཞིབ་འཇུག་	ཞིབ་འཇུག་	NOUN
གྲོས་མོལ་	གྲོས་མོལ་	PROPN
ཐེངས་མང་	ཐེངས་མང་	NO_POS
བྱས་མཐ་	བྱས་མཐའ་	NO_POS
ར་	ལ་	PART
།		PUNCT
ཁོང་	ཁོང་	PRON
རྣམ་པ་	རྣམ་པ་	NOUN
ས་	གིས་	PART
འཚོལ་	འཚོལ་	VERB
བསྡུ་	བསྡུ་	VERB
ལེགས་སྒྲིག་	ལེགས་སྒྲིག་	OTHER
མཛད་པ་	མཛད་པ་	VERB
འི་	གི་	PART
གསུང་རབ་	གསུང་རབ་	NOUN
དཔེ་	དཔེ་	NOUN
རྙིང་	རྙིང་	NO_POS
དཔེ་	དཔེ་	NOUN
དཀོན་	དཀོན་	NO_POS
གལ་	གལ་	ADV
ཆེན་	ཆེན་	NO_POS
ཁག་	ཁག་	NOUN
ངེད་	ངེད་	PRON
དཔེ་སྐྲུན་	དཔེ་སྐྲུན་	OTHER
ཁང་	ཁང་	NOUN
གིས་	གིས་	PART
རིམ་བཞིན་	རིམ་བཞིན་	NO_POS
དཔེ་སྐྲུན་	དཔེ་སྐྲུན་	OTHER
བྱ་	བྱ་	VERB
གཏན་	གཏན་	NOUN
ཁེལ་བ་	ཁེལ་བ་	VERB
བཞིན་	བཞིན་	NOUN
།		PUNCT
ད་ལན་	ད་ལན་	NO_POS
མཁྱེན་བརྩེ་	མཁྱེན་བརྩེ་	PROPN
འི་	གི་	PART
འོད་སྣང་	འོད་སྣང་	OTHER
ཞེས་་	ཞེས་པ་	PART
འི་	གི་	PART
དཔེ་	དཔེ་	NOUN
ཚོགས་	ཚོགས་	NOUN
ཁོངས་	ཁོངས་	NOUN
ཀྱི་	གི་	PART
		
རྒྱུད་	རྒྱུད་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
སྒྱུ་འཕྲུལ་	སྒྱུ་འཕྲུལ་	PROPN
དྲྭ་བ་	དྲྭ་བ་	NON_WORD
འི་	གི་	PART
རྩ་རྒྱུད་	རྩ་རྒྱུད་	NOUN
ལུང་	ལུང་	NOUN
གི་	གི་	PART
སྤྱི་	སྤྱི་	DET
གསང་བ་	གསང་བ་	VERB
འི་	གི་	PART
སྙིང་པོ་	སྙིང་པོ་	NOUN
འི་	གི་	PART
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
ཀུན་བཟང་	ཀུན་བཟང་	ADJ
ཐུགས་	ཐུགས་	NOUN
ཀྱི་	གི་	PART
ཏི་ཀ་	ཏི་ཀ་	NO_POS
		
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
འདི་	འདི་	DET
དེབ་	དེབ་	NOUN
བཞི་པ་	བཞི་པ་	ADJ
ར་	ལ་	PART
བརྩིས་	བརྩིས་	NO_POS
ན་	ནས་	PART
དཔེ་སྐྲུན་	དཔེ་སྐྲུན་	OTHER
ཞུས་པ་	ཞུས་པ་	VERB
ཡིན་	ཡིན་	NO_POS
ཞིང་	ཅིང་	PART
།		PUNCT
དཔེ་དེབ་	དཔེ་དེབ་	NOUN
འདི་	འདི་	DET
འི་	གི་	PART
དཔེ་	དཔེ་	NOUN
སྒྲིག་	སྒྲིག་	VERB
དང་	དང་	NO_POS
ཞུ་དག་	ཞུ་དག་	NO_POS
ཐད་	ཐད་	NOUN
ཞིབ་ཚགས་	ཞིབ་ཚགས་	NO_POS
ནན་ཏུར་	ནན་ཏུར་	NO_POS
བྱ་	བྱ་	VERB
ཁུལ་	ཁུལ་	NO_POS
ལགས་	ལགས་	AUX
ཀྱང་	ཀྱང་	PART
ད་དུང་	ད་དུང་	ADV
སྐྱོན་	སྐྱོན་	NOUN
ཆ་	ཆ་	NOUN
མི་	མི་	PART
ཉུང་བ་	ཉུང་བ་	VERB
ཞིག་	ཅིག་	PART
ཡོད་	ཡོད་	VERB
སྲིད་	སྲིད་	NOUN
སྟབས་	སྟབས་	NOUN
།		PUNCT
མཁྱེན་དཔྱོད་	མཁྱེན་དཔྱོད་	NO_POS
ཡངས་པ་	ཡངས་པ་	ADJ
འི་	གི་	PART
གཟིགས་པ་པོ་	གཟིགས་པ་པོ་	VERB
རྣམས་	རྣམས་	DET
ཀྱིས་	གིས་	PART
ནོར་བཅོས་	ནོར་བཅོས་	NO_POS
ཀྱི་	གི་	PART
དགོངས་འཆར་	དགོངས་འཆར་	NO_POS
ལྷུག་སྩོལ་	ལྷུག་སྩོལ་	NO_POS
ཡོད་པ་	ཡོད་པ་	VERB
མཁྱེན་	མཁྱེན་	VERB
།		PUNCT
མཁྱེན་	མཁྱེན་	VERB
།		PUNCT
མཁྱེན་	མཁྱེན་	VERB
།		PUNCT
བོད་ལྗོངས་	བོད་ལྗོངས་	PROPN
མི་དམངས་	མི་དམངས་	NOUN
དཔེ་སྐྲུན་	དཔེ་སྐྲུན་	OTHER
ཁང་	ཁང་	NOUN
ན་	ནས་	PART
བསྟན་	བསྟན་	VERB
རྒྱ་	རྒྱ་	VERB
ཀྱིས་	གིས་	PART
།		PUNCT
དཔེ་སྐྲུན་	དཔེ་སྐྲུན་	OTHER
གསལ་	གསལ་	VERB
བཤད་	བཤད་	VERB
།		PUNCT
དཔེ་སྐྲུན་	དཔེ་སྐྲུན་	OTHER
གསལ་	གསལ་	VERB
བཤད་	བཤད་	VERB
།		PUNCT
		
